seat_id,floor,zone,x,y,node
1B11_110,1,B11,3642021.5302871824,-2664544.5420626886,1B11_1
1B11_111,1,B11,3642500.91320784,-2664544.5420626886,1B11_2
1B11_112,1,B11,3642980.2961284975,-2664544.5420626886,1B11_2
1B11_113,1,B11,3643459.6790491543,-2664544.5420626886,1B11_2
1B11_114,1,B11,3643939.061969812,-2664544.5420626886,1B11_2
1B11_115,1,B11,3644418.444890469,-2664544.5420626886,1B11_2
1B11_116,1,B11,3644897.827811127,-2664544.5420626886,1B11_2
1B11_117,1,B11,3645377.210731784,-2664544.5420626886,1B11_2
1B11_118,1,B11,3638665.849842581,-2664081.4204862937,1B11_1
1B11_119,1,B11,3639145.232763239,-2664081.4204862937,1B11_1
1B11_120,1,B11,3639624.615683896,-2664081.4204862937,1B11_1
1B11_121,1,B11,3640103.998604553,-2664081.4204862937,1B11_1
1B11_122,1,B11,3640583.3815252106,-2664081.4204862937,1B11_1
1B11_123,1,B11,3641062.764445868,-2664081.4204862937,1B11_1
1B11_124,1,B11,3641542.147366525,-2664081.4204862937,1B11_1
1B11_125,1,B11,3642021.5302871824,-2664081.4204862937,1B11_2
1B11_126,1,B11,3642500.91320784,-2664081.4204862937,1B11_2
1B11_127,1,B11,3642980.2961284975,-2664081.4204862937,1B11_2
1B11_128,1,B11,3643459.6790491543,-2664081.4204862937,1B11_2
1B11_129,1,B11,3643939.061969812,-2664081.4204862937,1B11_2
1B11_130,1,B11,3644418.444890469,-2664081.4204862937,1B11_2
1B11_131,1,B11,3644897.827811127,-2664081.4204862937,1B11_2
1B11_132,1,B11,3645377.210731784,-2664081.4204862937,1B11_2
1B11_133,1,B11,3638665.849842581,-2663618.2989099,1B11_1
1B11_134,1,B11,3639145.232763239,-2663618.2989099,1B11_1
1B11_135,1,B11,3639624.615683896,-2663618.2989099,1B11_1
1B11_136,1,B11,3640103.998604553,-2663618.2989099,1B11_1
1B11_137,1,B11,3640583.3815252106,-2663618.2989099,1B11_1
1B11_138,1,B11,3641062.764445868,-2663618.2989099,1B11_1
1B11_139,1,B11,3641542.147366525,-2663618.2989099,1B11_1
1B11_140,1,B11,3642021.5302871824,-2663618.2989099,1B11_1
1B11_141,1,B11,3642500.91320784,-2663618.2989099,1B11_2
1B11_142,1,B11,3642980.2961284975,-2663618.2989099,1B11_2
1B11_143,1,B11,3643459.6790491543,-2663618.2989099,1B11_2
1B11_144,1,B11,3643939.061969812,-2663618.2989099,1B11_2
1B11_145,1,B11,3644418.444890469,-2663618.2989099,1B11_2
1B11_146,1,B11,3644897.827811127,-2663618.2989099,1B11_2
1B11_147,1,B11,3645377.210731784,-2663618.2989099,1B11_2
1B11_148,1,B11,3638665.849842581,-2663155.1773335044,1B11_1
1B11_149,1,B11,3639145.232763239,-2663155.1773335044,1B11_1
1B11_150,1,B11,3639624.615683896,-2663155.1773335044,1B11_1
1B11_151,1,B11,3640103.998604553,-2663155.1773335044,1B11_1
1B11_152,1,B11,3640583.3815252106,-2663155.1773335044,1B11_1
1B11_153,1,B11,3641062.764445868,-2663155.1773335044,1B11_1
1B11_154,1,B11,3641542.147366525,-2663155.1773335044,1B11_1
1B11_155,1,B11,3642021.5302871824,-2663155.1773335044,1B11_1
1B11_156,1,B11,3642500.91320784,-2663155.1773335044,1B11_2
1B11_157,1,B11,3642980.2961284975,-2663155.1773335044,1B11_2
1B11_158,1,B11,3643459.6790491543,-2663155.1773335044,1B11_2
1B11_159,1,B11,3643939.061969812,-2663155.1773335044,1B11_2
1B11_160,1,B11,3644418.444890469,-2663155.1773335044,1B11_2
1B11_161,1,B11,3644897.827811127,-2663155.1773335044,1B11_2
1B11_162,1,B11,3645377.210731784,-2663155.1773335044,1B11_2
1B11_163,1,B11,3639145.232763239,-2662692.05575711,1B11_1
1B11_164,1,B11,3639624.615683896,-2662692.05575711,1B11_1
1B11_165,1,B11,3640103.998604553,-2662692.05575711,1B11_1
1B11_166,1,B11,3640583.3815252106,-2662692.05575711,1B11_1
1B11_167,1,B11,3641062.764445868,-2662692.05575711,1B11_1
1B11_168,1,B11,3641542.147366525,-2662692.05575711,1B11_4
1B11_169,1,B11,3642021.5302871824,-2662692.05575711,1B11_4
1B11_170,1,B11,3642500.91320784,-2662692.05575711,1B11_4
1B11_171,1,B11,3642980.2961284975,-2662692.05575711,1B11_2
1B11_172,1,B11,3643459.6790491543,-2662692.05575711,1B11_2
1B11_173,1,B11,3643939.061969812,-2662692.05575711,1B11_2
1B11_174,1,B11,3644418.444890469,-2662692.05575711,1B11_2
1B11_175,1,B11,3644897.827811127,-2662692.05575711,1B11_2
1B11_176,1,B11,3645377.210731784,-2662692.05575711,1B11_2
1B11_177,1,B11,3639624.615683896,-2662228.934180715,1B11_1
1B11_178,1,B11,3640103.998604553,-2662228.934180715,1B11_1
1B11_179,1,B11,3640583.3815252106,-2662228.934180715,1B11_4
1B11_180,1,B11,3641062.764445868,-2662228.934180715,1B11_4
1B11_181,1,B11,3641542.147366525,-2662228.934180715,1B11_4
1B11_182,1,B11,3642021.5302871824,-2662228.934180715,1B11_4
1B11_183,1,B11,3642500.91320784,-2662228.934180715,1B11_4
1B11_184,1,B11,3642980.2961284975,-2662228.934180715,1B11_4
1B11_185,1,B11,3643459.6790491543,-2662228.934180715,1B11_4
1B11_186,1,B11,3643939.061969812,-2662228.934180715,1B11_2
1B11_187,1,B11,3644418.444890469,-2662228.934180715,1B11_2
1B11_188,1,B11,3644897.827811127,-2662228.934180715,1B11_2
1B11_189,1,B11,3645377.210731784,-2662228.934180715,1B11_2
1B11_190,1,B11,3640103.998604553,-2661765.8126043207,1B11_4
1B11_191,1,B11,3640583.3815252106,-2661765.8126043207,1B11_4
1B11_192,1,B11,3641062.764445868,-2661765.8126043207,1B11_4
1B11_193,1,B11,3641542.147366525,-2661765.8126043207,1B11_4
1B11_194,1,B11,3642021.5302871824,-2661765.8126043207,1B11_4
1B11_195,1,B11,3642500.91320784,-2661765.8126043207,1B11_4
1B11_196,1,B11,3642980.2961284975,-2661765.8126043207,1B11_4
1B11_197,1,B11,3643459.6790491543,-2661765.8126043207,1B11_4
1B11_198,1,B11,3643939.061969812,-2661765.8126043207,1B11_4
1B11_199,1,B11,3644418.444890469,-2661765.8126043207,1B11_2
1B11_200,1,B11,3644897.827811127,-2661765.8126043207,1B11_2
1B11_201,1,B11,3645377.210731784,-2661765.8126043207,1B11_2
1B11_202,1,B11,3640583.3815252106,-2661302.6910279263,1B11_4
1B11_203,1,B11,3641062.764445868,-2661302.6910279263,1B11_4
1B11_204,1,B11,3641542.147366525,-2661302.6910279263,1B11_4
1B11_205,1,B11,3642021.5302871824,-2661302.6910279263,1B11_4
1B11_206,1,B11,3642500.91320784,-2661302.6910279263,1B11_4
1B11_207,1,B11,3642980.2961284975,-2661302.6910279263,1B11_4
1B11_208,1,B11,3643459.6790491543,-2661302.6910279263,1B11_4
1B11_209,1,B11,3643939.061969812,-2661302.6910279263,1B11_4
1B11_210,1,B11,3644418.444890469,-2661302.6910279263,1B11_4
1B11_211,1,B11,3644897.827811127,-2661302.6910279263,1B11_2
1B11_212,1,B11,3641062.764445868,-2660839.5694515314,1B11_4
1B11_213,1,B11,3641542.147366525,-2660839.5694515314,1B11_4
1B11_214,1,B11,3642021.5302871824,-2660839.5694515314,1B11_4
1B11_215,1,B11,3642500.91320784,-2660839.5694515314,1B11_4
1B11_216,1,B11,3642980.2961284975,-2660839.5694515314,1B11_4
1B11_217,1,B11,3643459.6790491543,-2660839.5694515314,1B11_4
1B11_218,1,B11,3643939.061969812,-2660839.5694515314,1B11_4
1B11_219,1,B11,3644418.444890469,-2660839.5694515314,1B11_4
1B11_220,1,B11,3644897.827811127,-2660839.5694515314,1B11_4
1B11_221,1,B11,3641542.147366525,-2660376.447875137,1B11_4
1B11_222,1,B11,3642021.5302871824,-2660376.447875137,1B11_4
1B11_223,1,B11,3642500.91320784,-2660376.447875137,1B11_4
1B11_224,1,B11,3642980.2961284975,-2660376.447875137,1B11_4
1B11_225,1,B11,3643459.6790491543,-2660376.447875137,1B11_4
1B11_226,1,B11,3643939.061969812,-2660376.447875137,1B11_4
1B11_227,1,B11,3644418.444890469,-2660376.447875137,1B11_4
1B11_228,1,B11,3644897.827811127,-2660376.447875137,1B11_4
1B11_229,1,B11,3641542.147366525,-2659913.326298742,1B11_4
1B11_230,1,B11,3642021.5302871824,-2659913.326298742,1B11_4
1B11_231,1,B11,3642500.91320784,-2659913.326298742,1B11_4
1B11_232,1,B11,3642980.2961284975,-2659913.326298742,1B11_4
1B11_233,1,B11,3643459.6790491543,-2659913.326298742,1B11_4
1B11_234,1,B11,3643939.061969812,-2659913.326298742,1B11_4
1B11_235,1,B11,3644418.444890469,-2659913.326298742,1B11_4
1B11_236,1,B11,3642021.5302871824,-2659450.204722348,1B11_4
1B11_237,1,B11,3642500.91320784,-2659450.204722348,1B11_4
1B11_238,1,B11,3642980.2961284975,-2659450.204722348,1B11_4
1B11_239,1,B11,3643459.6790491543,-2659450.204722348,1B11_4
1B11_240,1,B11,3643939.061969812,-2659450.204722348,1B11_4
1B11_241,1,B11,3642500.91320784,-2658987.083145953,1B11_4
1B11_242,1,B11,3642980.2961284975,-2658987.083145953,1B11_4
1B11_243,1,B11,3643459.6790491543,-2658987.083145953,1B11_4
1B11_244,1,B11,3642980.2961284975,-2658523.9615695584,1B11_4
1D11_001,1,D11,3677949.3941981336,-2670565.1225558184,1D11_3
1D11_002,1,D11,3678428.777118791,-2670102.000979424,1D11_3
1D11_003,1,D11,3677949.3941981336,-2670102.000979424,1D11_3
1D11_004,1,D11,3678908.160039448,-2669638.879403029,1D11_3
1D11_005,1,D11,3678428.777118791,-2669638.879403029,1D11_3
1D11_006,1,D11,3677949.3941981336,-2669638.879403029,1D11_3
1D11_007,1,D11,3677470.011277476,-2669638.879403029,1D11_3
1D11_008,1,D11,3678908.160039448,-2669175.7578266347,1D11_3
1D11_009,1,D11,3678428.777118791,-2669175.7578266347,1D11_3
1D11_010,1,D11,3677949.3941981336,-2669175.7578266347,1D11_3
1D11_011,1,D11,3677470.011277476,-2669175.7578266347,1D11_3
1D11_012,1,D11,3676990.628356819,-2669175.7578266347,1D11_3
1D11_013,1,D11,3678908.160039448,-2668712.63625024,1D11_3
1D11_014,1,D11,3678428.777118791,-2668712.63625024,1D11_3
1D11_015,1,D11,3677949.3941981336,-2668712.63625024,1D11_3
1D11_016,1,D11,3677470.011277476,-2668712.63625024,1D11_3
1D11_017,1,D11,3676990.628356819,-2668712.63625024,1D11_3
1D11_018,1,D11,3676511.2454361618,-2668712.63625024,1D11_3
1D11_019,1,D11,3678908.160039448,-2668249.5146738454,1D11_3
1D11_020,1,D11,3678428.777118791,-2668249.5146738454,1D11_3
1D11_021,1,D11,3677949.3941981336,-2668249.5146738454,1D11_3
1D11_022,1,D11,3677470.011277476,-2668249.5146738454,1D11_3
1D11_023,1,D11,3676990.628356819,-2668249.5146738454,1D11_3
1D11_024,1,D11,3676511.2454361618,-2668249.5146738454,1D11_3
1D11_025,1,D11,3676031.862515505,-2668249.5146738454,1D11_3
1D11_026,1,D11,3678908.160039448,-2667786.3930974505,1D11_3
1D11_027,1,D11,3678428.777118791,-2667786.3930974505,1D11_3
1D11_028,1,D11,3677949.3941981336,-2667786.3930974505,1D11_3
1D11_029,1,D11,3677470.011277476,-2667786.3930974505,1D11_3
1D11_030,1,D11,3676990.628356819,-2667786.3930974505,1D11_3
1D11_031,1,D11,3676511.2454361618,-2667786.3930974505,1D11_3
1D11_032,1,D11,3676031.862515505,-2667786.3930974505,1D11_3
1D11_033,1,D11,3675552.479594847,-2667786.3930974505,1D11_3
1D11_034,1,D11,3678908.160039448,-2667323.271521056,1D11_3
1D11_035,1,D11,3678428.777118791,-2667323.271521056,1D11_3
1D11_036,1,D11,3677949.3941981336,-2667323.271521056,1D11_3
1D11_037,1,D11,3677470.011277476,-2667323.271521056,1D11_3
1D11_038,1,D11,3676990.628356819,-2667323.271521056,1D11_3
1D11_039,1,D11,3676511.2454361618,-2667323.271521056,1D11_3
1D11_040,1,D11,3676031.862515505,-2667323.271521056,1D11_3
1D11_041,1,D11,3675552.479594847,-2667323.271521056,1D11_3
1D11_042,1,D11,3675073.096674189,-2667323.271521056,1D11_3
1D11_043,1,D11,3678908.160039448,-2666860.1499446617,1D11_2
1D11_044,1,D11,3678428.777118791,-2666860.1499446617,1D11_2
1D11_045,1,D11,3677949.3941981336,-2666860.1499446617,1D11_3
1D11_046,1,D11,3677470.011277476,-2666860.1499446617,1D11_3
1D11_047,1,D11,3676990.628356819,-2666860.1499446617,1D11_3
1D11_048,1,D11,3676511.2454361618,-2666860.1499446617,1D11_3
1D11_049,1,D11,3676031.862515505,-2666860.1499446617,1D11_3
1D11_050,1,D11,3675552.479594847,-2666860.1499446617,1D11_3
1D11_051,1,D11,3675073.096674189,-2666860.1499446617,1D11_3
1D11_052,1,D11,3674593.713753532,-2666860.1499446617,1D11_3
1D11_053,1,D11,3678908.160039448,-2666397.0283682668,1D11_2
1D11_054,1,D11,3678428.777118791,-2666397.0283682668,1D11_2
1D11_055,1,D11,3677949.3941981336,-2666397.0283682668,1D11_2
1D11_056,1,D11,3677470.011277476,-2666397.0283682668,1D11_3
1D11_057,1,D11,3676990.628356819,-2666397.0283682668,1D11_3
1D11_058,1,D11,3676511.2454361618,-2666397.0283682668,1D11_3
1D11_059,1,D11,3676031.862515505,-2666397.0283682668,1D11_3
1D11_060,1,D11,3675552.479594847,-2666397.0283682668,1D11_3
1D11_061,1,D11,3675073.096674189,-2666397.0283682668,1D11_3
1D11_062,1,D11,3674593.713753532,-2666397.0283682668,1D11_3
1D11_063,1,D11,3674114.330832875,-2666397.0283682668,1D11_1
1D11_064,1,D11,3678908.160039448,-2665933.9067918723,1D11_2
1D11_065,1,D11,3678428.777118791,-2665933.9067918723,1D11_2
1D11_066,1,D11,3677949.3941981336,-2665933.9067918723,1D11_2
1D11_067,1,D11,3677470.011277476,-2665933.9067918723,1D11_2
1D11_068,1,D11,3676990.628356819,-2665933.9067918723,1D11_2
1D11_069,1,D11,3676511.2454361618,-2665933.9067918723,1D11_3
1D11_070,1,D11,3676031.862515505,-2665933.9067918723,1D11_3
1D11_071,1,D11,3675552.479594847,-2665933.9067918723,1D11_3
1D11_072,1,D11,3675073.096674189,-2665933.9067918723,1D11_1
1D11_073,1,D11,3674593.713753532,-2665933.9067918723,1D11_1
1D11_074,1,D11,3674114.330832875,-2665933.9067918723,1D11_1
1D11_075,1,D11,3673634.9479122176,-2665933.9067918723,1D11_1
1D11_076,1,D11,3678908.160039448,-2665470.785215477,1D11_2
1D11_077,1,D11,3678428.777118791,-2665470.785215477,1D11_2
1D11_078,1,D11,3677949.3941981336,-2665470.785215477,1D11_2
1D11_079,1,D11,3677470.011277476,-2665470.785215477,1D11_2
1D11_080,1,D11,3676990.628356819,-2665470.785215477,1D11_2
1D11_081,1,D11,3676511.2454361618,-2665470.785215477,1D11_2
1D11_082,1,D11,3676031.862515505,-2665470.785215477,1D11_3
1D11_083,1,D11,3675552.479594847,-2665470.785215477,1D11_1
1D11_084,1,D11,3675073.096674189,-2665470.785215477,1D11_1
1D11_085,1,D11,3674593.713753532,-2665470.785215477,1D11_1
1D11_086,1,D11,3674114.330832875,-2665470.785215477,1D11_1
1D11_087,1,D11,3673634.9479122176,-2665470.785215477,1D11_1
1D11_088,1,D11,3673155.56499156,-2665470.785215477,1D11_1
1D11_089,1,D11,3678908.160039448,-2665007.663639083,1D11_2
1D11_090,1,D11,3678428.777118791,-2665007.663639083,1D11_2
1D11_091,1,D11,3677949.3941981336,-2665007.663639083,1D11_2
1D11_092,1,D11,3677470.011277476,-2665007.663639083,1D11_2
1D11_093,1,D11,3676990.628356819,-2665007.663639083,1D11_2
1D11_094,1,D11,3676511.2454361618,-2665007.663639083,1D11_2
1D11_095,1,D11,3676031.862515505,-2665007.663639083,1D11_2
1D11_096,1,D11,3675552.479594847,-2665007.663639083,1D11_1
1D11_097,1,D11,3675073.096674189,-2665007.663639083,1D11_1
1D11_098,1,D11,3674593.713753532,-2665007.663639083,1D11_1
1D11_099,1,D11,3674114.330832875,-2665007.663639083,1D11_1
1D11_100,1,D11,3673634.9479122176,-2665007.663639083,1D11_1
1D11_101,1,D11,3673155.56499156,-2665007.663639083,1D11_1
1D11_102,1,D11,3672676.182070903,-2665007.663639083,1D11_1
1D11_103,1,D11,3679387.5429601055,-2664544.5420626886,1D11_2
1D11_104,1,D11,3678908.160039448,-2664544.5420626886,1D11_2
1D11_105,1,D11,3678428.777118791,-2664544.5420626886,1D11_2
1D11_106,1,D11,3677949.3941981336,-2664544.5420626886,1D11_2
1D11_107,1,D11,3677470.011277476,-2664544.5420626886,1D11_2
1D11_108,1,D11,3676990.628356819,-2664544.5420626886,1D11_2
1D11_109,1,D11,3676511.2454361618,-2664544.5420626886,1D11_2
1D11_110,1,D11,3676031.862515505,-2664544.5420626886,1D11_1
1D11_111,1,D11,3675552.479594847,-2664544.5420626886,1D11_1
1D11_112,1,D11,3675073.096674189,-2664544.5420626886,1D11_1
1D11_113,1,D11,3674593.713753532,-2664544.5420626886,1D11_1
1D11_114,1,D11,3674114.330832875,-2664544.5420626886,1D11_1
1D11_115,1,D11,3673634.9479122176,-2664544.5420626886,1D11_1
1D11_116,1,D11,3673155.56499156,-2664544.5420626886,1D11_1
1D11_117,1,D11,3672676.182070903,-2664544.5420626886,1D11_1
1D11_118,1,D11,3679387.5429601055,-2664081.4204862937,1D11_2
1D11_119,1,D11,3678908.160039448,-2664081.4204862937,1D11_2
1D11_120,1,D11,3678428.777118791,-2664081.4204862937,1D11_2
1D11_121,1,D11,3677949.3941981336,-2664081.4204862937,1D11_2
1D11_122,1,D11,3677470.011277476,-2664081.4204862937,1D11_2
1D11_123,1,D11,3676990.628356819,-2664081.4204862937,1D11_2
1D11_124,1,D11,3676511.2454361618,-2664081.4204862937,1D11_2
1D11_125,1,D11,3676031.862515505,-2664081.4204862937,1D11_2
1D11_126,1,D11,3675552.479594847,-2664081.4204862937,1D11_1
1D11_127,1,D11,3675073.096674189,-2664081.4204862937,1D11_1
1D11_128,1,D11,3674593.713753532,-2664081.4204862937,1D11_1
1D11_129,1,D11,3674114.330832875,-2664081.4204862937,1D11_1
1D11_130,1,D11,3673634.9479122176,-2664081.4204862937,1D11_1
1D11_131,1,D11,3673155.56499156,-2664081.4204862937,1D11_1
1D11_132,1,D11,3672676.182070903,-2664081.4204862937,1D11_1
1D11_133,1,D11,3679387.5429601055,-2663618.2989099,1D11_2
1D11_134,1,D11,3678908.160039448,-2663618.2989099,1D11_2
1D11_135,1,D11,3678428.777118791,-2663618.2989099,1D11_2
1D11_136,1,D11,3677949.3941981336,-2663618.2989099,1D11_2
1D11_137,1,D11,3677470.011277476,-2663618.2989099,1D11_2
1D11_138,1,D11,3676990.628356819,-2663618.2989099,1D11_2
1D11_139,1,D11,3676511.2454361618,-2663618.2989099,1D11_2
1D11_140,1,D11,3676031.862515505,-2663618.2989099,1D11_2
1D11_141,1,D11,3675552.479594847,-2663618.2989099,1D11_1
1D11_142,1,D11,3675073.096674189,-2663618.2989099,1D11_1
1D11_143,1,D11,3674593.713753532,-2663618.2989099,1D11_1
1D11_144,1,D11,3674114.330832875,-2663618.2989099,1D11_1
1D11_145,1,D11,3673634.9479122176,-2663618.2989099,1D11_1
1D11_146,1,D11,3673155.56499156,-2663618.2989099,1D11_1
1D11_147,1,D11,3672676.182070903,-2663618.2989099,1D11_1
1D11_148,1,D11,3679387.5429601055,-2663155.1773335044,1D11_2
1D11_149,1,D11,3678908.160039448,-2663155.1773335044,1D11_2
1D11_150,1,D11,3678428.777118791,-2663155.1773335044,1D11_2
1D11_151,1,D11,3677949.3941981336,-2663155.1773335044,1D11_2
1D11_152,1,D11,3677470.011277476,-2663155.1773335044,1D11_2
1D11_153,1,D11,3676990.628356819,-2663155.1773335044,1D11_2
1D11_154,1,D11,3676511.2454361618,-2663155.1773335044,1D11_2
1D11_155,1,D11,3676031.862515505,-2663155.1773335044,1D11_2
1D11_156,1,D11,3675552.479594847,-2663155.1773335044,1D11_1
1D11_157,1,D11,3675073.096674189,-2663155.1773335044,1D11_1
1D11_158,1,D11,3674593.713753532,-2663155.1773335044,1D11_1
1D11_159,1,D11,3674114.330832875,-2663155.1773335044,1D11_1
1D11_160,1,D11,3673634.9479122176,-2663155.1773335044,1D11_1
1D11_161,1,D11,3673155.56499156,-2663155.1773335044,1D11_1
1D11_162,1,D11,3672676.182070903,-2663155.1773335044,1D11_1
1D11_163,1,D11,3678908.160039448,-2662692.05575711,1D11_2
1D11_164,1,D11,3678428.777118791,-2662692.05575711,1D11_2
1D11_165,1,D11,3677949.3941981336,-2662692.05575711,1D11_2
1D11_166,1,D11,3677470.011277476,-2662692.05575711,1D11_2
1D11_167,1,D11,3676990.628356819,-2662692.05575711,1D11_2
1D11_168,1,D11,3676511.2454361618,-2662692.05575711,1D11_4
1D11_169,1,D11,3676031.862515505,-2662692.05575711,1D11_4
1D11_170,1,D11,3675552.479594847,-2662692.05575711,1D11_4
1D11_171,1,D11,3675073.096674189,-2662692.05575711,1D11_1
1D11_172,1,D11,3674593.713753532,-2662692.05575711,1D11_1
1D11_173,1,D11,3674114.330832875,-2662692.05575711,1D11_1
1D11_174,1,D11,3673634.9479122176,-2662692.05575711,1D11_1
1D11_175,1,D11,3673155.56499156,-2662692.05575711,1D11_1
1D11_176,1,D11,3672676.182070903,-2662692.05575711,1D11_1
1D11_177,1,D11,3678428.777118791,-2662228.934180715,1D11_2
1D11_178,1,D11,3677949.3941981336,-2662228.934180715,1D11_2
1D11_179,1,D11,3677470.011277476,-2662228.934180715,1D11_4
1D11_180,1,D11,3676990.628356819,-2662228.934180715,1D11_4
1D11_181,1,D11,3676511.2454361618,-2662228.934180715,1D11_4
1D11_182,1,D11,3676031.862515505,-2662228.934180715,1D11_4
1D11_183,1,D11,3675552.479594847,-2662228.934180715,1D11_4
1D11_184,1,D11,3675073.096674189,-2662228.934180715,1D11_4
1D11_185,1,D11,3674593.713753532,-2662228.934180715,1D11_4
1D11_186,1,D11,3674114.330832875,-2662228.934180715,1D11_1
1D11_187,1,D11,3673634.9479122176,-2662228.934180715,1D11_1
1D11_188,1,D11,3673155.56499156,-2662228.934180715,1D11_1
1D11_189,1,D11,3672676.182070903,-2662228.934180715,1D11_1
1D11_190,1,D11,3677949.3941981336,-2661765.8126043207,1D11_4
1D11_191,1,D11,3677470.011277476,-2661765.8126043207,1D11_4
1D11_192,1,D11,3676990.628356819,-2661765.8126043207,1D11_4
1D11_193,1,D11,3676511.2454361618,-2661765.8126043207,1D11_4
1D11_194,1,D11,3676031.862515505,-2661765.8126043207,1D11_4
1D11_195,1,D11,3675552.479594847,-2661765.8126043207,1D11_4
1D11_196,1,D11,3675073.096674189,-2661765.8126043207,1D11_4
1D11_197,1,D11,3674593.713753532,-2661765.8126043207,1D11_4
1D11_198,1,D11,3674114.330832875,-2661765.8126043207,1D11_4
1D11_199,1,D11,3673634.9479122176,-2661765.8126043207,1D11_1
1D11_200,1,D11,3673155.56499156,-2661765.8126043207,1D11_1
1D11_201,1,D11,3672676.182070903,-2661765.8126043207,1D11_1
1D11_202,1,D11,3677470.011277476,-2661302.6910279263,1D11_4
1D11_203,1,D11,3676990.628356819,-2661302.6910279263,1D11_4
1D11_204,1,D11,3676511.2454361618,-2661302.6910279263,1D11_4
1D11_205,1,D11,3676031.862515505,-2661302.6910279263,1D11_4
1D11_206,1,D11,3675552.479594847,-2661302.6910279263,1D11_4
1D11_207,1,D11,3675073.096674189,-2661302.6910279263,1D11_4
1D11_208,1,D11,3674593.713753532,-2661302.6910279263,1D11_4
1D11_209,1,D11,3674114.330832875,-2661302.6910279263,1D11_4
1D11_210,1,D11,3673634.9479122176,-2661302.6910279263,1D11_4
1D11_211,1,D11,3673155.56499156,-2661302.6910279263,1D11_1
1D11_212,1,D11,3676990.628356819,-2660839.5694515314,1D11_4
1D11_213,1,D11,3676511.2454361618,-2660839.5694515314,1D11_4
1D11_214,1,D11,3676031.862515505,-2660839.5694515314,1D11_4
1D11_215,1,D11,3675552.479594847,-2660839.5694515314,1D11_4
1D11_216,1,D11,3675073.096674189,-2660839.5694515314,1D11_4
1D11_217,1,D11,3674593.713753532,-2660839.5694515314,1D11_4
1D11_218,1,D11,3674114.330832875,-2660839.5694515314,1D11_4
1D11_219,1,D11,3673634.9479122176,-2660839.5694515314,1D11_4
1D11_220,1,D11,3673155.56499156,-2660839.5694515314,1D11_4
1D11_221,1,D11,3676511.2454361618,-2660376.447875137,1D11_4
1D11_222,1,D11,3676031.862515505,-2660376.447875137,1D11_4
1D11_223,1,D11,3675552.479594847,-2660376.447875137,1D11_4
1D11_224,1,D11,3675073.096674189,-2660376.447875137,1D11_4
1D11_225,1,D11,3674593.713753532,-2660376.447875137,1D11_4
1D11_226,1,D11,3674114.330832875,-2660376.447875137,1D11_4
1D11_227,1,D11,3673634.9479122176,-2660376.447875137,1D11_4
1D11_228,1,D11,3673155.56499156,-2660376.447875137,1D11_4
1D11_229,1,D11,3676511.2454361618,-2659913.326298742,1D11_4
1D11_230,1,D11,3676031.862515505,-2659913.326298742,1D11_4
1D11_231,1,D11,3675552.479594847,-2659913.326298742,1D11_4
1D11_232,1,D11,3675073.096674189,-2659913.326298742,1D11_4
1D11_233,1,D11,3674593.713753532,-2659913.326298742,1D11_4
1D11_234,1,D11,3674114.330832875,-2659913.326298742,1D11_4
1D11_235,1,D11,3673634.9479122176,-2659913.326298742,1D11_4
1D11_236,1,D11,3676031.862515505,-2659450.204722348,1D11_4
1D11_237,1,D11,3675552.479594847,-2659450.204722348,1D11_4
1D11_238,1,D11,3675073.096674189,-2659450.204722348,1D11_4
1D11_239,1,D11,3674593.713753532,-2659450.204722348,1D11_4
1D11_240,1,D11,3674114.330832875,-2659450.204722348,1D11_4
1D11_241,1,D11,3675552.479594847,-2658987.083145953,1D11_4
1D11_242,1,D11,3675073.096674189,-2658987.083145953,1D11_4
1D11_243,1,D11,3674593.713753532,-2658987.083145953,1D11_4
1D11_244,1,D11,3675073.096674189,-2658523.9615695584,1D11_4
1B12_001,1,B12,3640800.011525242,-2671408.9407952344,1B12_1
1B12_002,1,B12,3641134.620165645,-2671743.561972783,1B12_1
1B12_003,1,B12,3641469.228806048,-2672078.1831503315,1B12_1
1B12_004,1,B12,3641803.8374464503,-2672412.80432788,1B12_1
1B12_005,1,B12,3642138.446086853,-2672747.4255054286,1B12_1
1B12_006,1,B12,3642473.054727256,-2673082.046682977,1B12_3
1B12_007,1,B12,3642807.663367659,-2673416.6678605257,1B12_3
1B12_008,1,B12,3643142.272008062,-2673751.289038074,1B12_3
1B12_009,1,B12,3643476.880648464,-2674085.9102156227,1B12_3
1B12_010,1,B12,3643811.489288868,-2674420.5313931718,1B12_3
1B12_011,1,B12,3644146.09792927,-2674755.152570719,1B12_3
1B12_012,1,B12,3644480.706569673,-2675089.7737482674,1B12_3
1B12_013,1,B12,3644815.315210076,-2675424.394925816,1B12_3
1B12_014,1,B12,3641119.941817442,-2671089.022489761,1B12_1
1B12_015,1,B12,3641454.550457845,-2671423.643667309,1B12_1
1B12_016,1,B12,3641789.159098248,-2671758.264844858,1B12_1
1B12_017,1,B12,3642123.7677386506,-2672092.8860224066,1B12_1
1B12_018,1,B12,3642458.376379053,-2672427.507199955,1B12_1
1B12_019,1,B12,3642792.9850194566,-2672762.128377504,1B12_1
1B12_020,1,B12,3643127.593659859,-2673096.7495550523,1B12_3
1B12_021,1,B12,3643462.2023002617,-2673431.370732601,1B12_3
1B12_022,1,B12,3643796.810940664,-2673765.9919101493,1B12_3
