aisle_id,x,y,floor,layer_name,capacity
1_00099,3680196.648225992,-2673682.724113807,1,1_floor_aisle,7.899770061558749
1_00100,3646496.648174009,-2655282.724113807,1,1_floor_aisle,7.100278834117008
1_00101,3674396.648225992,-2667482.724113807,1,1_floor_aisle,9.412868074993051
1_00102,3646296.648174009,-2669482.724113807,1,1_floor_aisle,8.16698824052571
1_00103,3671796.648225992,-2676082.724113807,1,1_floor_aisle,10.71786929707746
1_00104,3680196.648225992,-2678082.724113807,1,1_floor_aisle,8.466074459360028
1_00105,3643496.648174009,-2658282.724113807,1,1_floor_aisle,10.335555499663805
1_00106,3646296.648174009,-2673882.724113807,1,1_floor_aisle,6.9130760598136884
1_00107,3653096.648174009,-2690282.724113807,1,1_floor_aisle,7.9168274214634
1_00108,3671596.648225992,-2655282.724113807,1,1_floor_aisle,9.807434793777228
1_00109,3678196.648225992,-2672482.724113807,1,1_floor_aisle,8.766796522978566
1_00110,3639896.648174009,-2672482.724113807,1,1_floor_aisle,8.808301820753675
1_00111,3671396.648225992,-2667282.724113807,1,1_floor_aisle,11.316496728983449
1_00112,3680196.648225992,-2682482.724113807,1,1_floor_aisle,8.712348363331529
1_00113,3645096.648174009,-2665882.724113807,1,1_floor_aisle,8.46337424402947
1_00114,3659046.6482,-2686082.724113807,1,1_floor_aisle,7.302649431395651
2_00000,3643349.296728103,-2694332.724113806,2,2_floor_aisle,8.676245160814377
2_00001,3642549.296728103,-2696332.724113806,2,2_floor_aisle,5.8114249435766006
2_00002,3688143.9996718974,-2666932.724113806,2,2_floor_aisle,7.051875241161372
2_00003,3639749.296728103,-2686932.724113806,2,2_floor_aisle,6.426988809509875
2_00004,3639149.296728103,-2684532.724113806,2,2_floor_aisle,9.053423810735431
2_00005,3681343.9996718974,-2650932.724113806,2,2_floor_aisle,4.912142067088675
2_00006,3629949.296728103,-2666932.724113806,2,2_floor_aisle,5.998721119112947
2_00007,3636749.296728103,-2650932.724113806,2,2_floor_aisle,8.518240472574726
2_00008,3688143.9996718974,-2674932.724113806,2,2_floor_aisle,8.272360367937182
2_00009,3641749.296728103,-2688332.724113806,2,2_floor_aisle,8.676245159293158
2_00010,3636349.296728103,-2648132.724113806,2,2_floor_aisle,7.979866861241435
2_00011,3635749.296728103,-2684732.724113806,2,2_floor_aisle,9.05342381217409
2_00012,3680343.9996718974,-2686132.724113806,2,2_floor_aisle,8.29904179759884
2_00013,3629949.296728103,-2674932.724113806,2,2_floor_aisle,8.63423357579546
2_00014,3629149.296728103,-2683332.724113806,2,2_floor_aisle,8.67624515777194
2_00015,3690343.9996718974,-2666932.724113806,2,2_floor_aisle,8.745961485922185
2_00016,3681943.9996718974,-2676132.724113806,2,2_floor_aisle,17.427591804028708
2_00017,3634149.296728103,-2652332.724113806,2,2_floor_aisle,9.744846883550467
2_00018,3674543.9996718974,-2689732.724113806,2,2_floor_aisle,15.786806925380668
2_00019,3681343.9996718974,-2666532.724113806,2,2_floor_aisle,9.22015507436966
2_00020,3636749.296728103,-2666532.724113806,2,2_floor_aisle,16.79222756757622
2_00021,3635749.296728103,-2689132.724113806,2,2_floor_aisle,9.053423813612751
2_00022,3681743.9996718974,-2648132.724113806,2,2_floor_aisle,19.42459419668755
2_00023,3690343.9996718974,-2674932.724113806,2,2_floor_aisle,12.33815864651541
2_00024,3637749.296728103,-2688332.724113806,2,2_floor_aisle,12.22836981785886
2_00025,3631349.296728103,-2683732.724113806,2,2_floor_aisle,8.8090965349984
2_00026,3675143.9996718974,-2651132.724113806,2,2_floor_aisle,10.959661627036125
2_00027,3642949.296728103,-2651132.724113806,2,2_floor_aisle,14.376018312379069
2_00028,3682343.9996718974,-2686932.724113806,2,2_floor_aisle,11.581053758525481
2_00029,3632149.296728103,-2674932.724113806,2,2_floor_aisle,10.405249896463888
2_00030,3651949.296728103,-2691532.724113806,2,2_floor_aisle,10.157312149474121
2_00031,3682743.9996718974,-2682532.724113806,2,2_floor_aisle,16.792227570432104
2_00032,3670543.9996718974,-2691532.724113806,2,2_floor_aisle,14.044466378415882
2_00033,3635349.296728103,-2680332.724113806,2,2_floor_aisle,15.786802864696329
2_00034,3635349.296728103,-2655132.724113806,2,2_floor_aisle,12.060099892089148
2_00035,3682743.9996718974,-2664932.724113806,2,2_floor_aisle,12.975998489205386
2_00036,3672543.9996718974,-2690732.724113806,2,2_floor_aisle,14.48850867715514
2_00037,3638549.296728103,-2649732.724113806,2,2_floor_aisle,19.703938525586473
2_00038,3635349.296728103,-2662732.724113806,2,2_floor_aisle,12.13398105943167
2_00039,3664743.9996718974,-2694332.724113806,2,2_floor_aisle,16.912337929219362
2_00040,3683743.9996718974,-2666932.724113806,2,2_floor_aisle,16.755393182640006
2_00041,3644149.296728103,-2692332.724113806,2,2_floor_aisle,17.726155771562667
2_00042,3692543.9996718974,-2674932.724113806,2,2_floor_aisle,16.489563255339096
2_00043,3686143.9996718974,-2659132.724113806,2,2_floor_aisle,5.273816307040007
2_00044,3682743.9996718974,-2672932.724113806,2,2_floor_aisle,15.386963017075349
2_00045,3678343.9996718974,-2686932.724113806,2,2_floor_aisle,17.10651039591317
2_00046,3654149.296728103,-2691532.724113806,2,2_floor_aisle,16.304645361655584
2_00047,3664743.9996718974,-2698732.724113806,2,2_floor_aisle,14.389680052882401
2_00048,3635349.296728103,-2670732.724113806,2,2_floor_aisle,11.359240320454276
2_00049,3683743.9996718974,-2674932.724113806,2,2_floor_aisle,12.464539758638042
2_00050,3690543.9996718974,-2658932.724113806,2,2_floor_aisle,15.871383402684108
2_00051,3686343.9996718974,-2652332.724113806,2,2_floor_aisle,11.0978253615254
2_00052,3661743.9996718974,-2691532.724113806,2,2_floor_aisle,10.656507902746801
2_00053,3682343.9996718974,-2660532.724113806,2,2_floor_aisle,11.1987826909241
2_00054,3645549.296728103,-2690732.724113806,2,2_floor_aisle,20.35849238579112
2_00055,3653349.296728103,-2694332.724113806,2,2_floor_aisle,13.499473310660019
2_00056,3688343.9996718974,-2659132.724113806,2,2_floor_aisle,7.249592812229731
2_00057,3685143.9996718974,-2650532.724113806,2,2_floor_aisle,20.894203252716157
2_00058,3675343.9996718974,-2648132.724113806,2,2_floor_aisle,13.239178818343927
2_00059,3656349.296728103,-2691532.724113806,2,2_floor_aisle,15.4322025759437
2_00060,3632149.296728103,-2666932.724113806,2,2_floor_aisle,10.25820440121046
2_00061,3682743.9996718974,-2678132.724113806,2,2_floor_aisle,5.944857159412603
2_00062,3688543.9996718974,-2652332.724113806,2,2_floor_aisle,14.819132564297036
2_00063,3682343.9996718974,-2668532.724113806,2,2_floor_aisle,10.145163039396536
2_00064,3653349.296728103,-2698732.724113806,2,2_floor_aisle,13.267106639395609
2_00065,3663943.9996718974,-2691532.724113806,2,2_floor_aisle,7.642093617703243
2_00066,3682743.9996718974,-2657332.724113806,2,2_floor_aisle,13.85378199180811
2_00067,3692543.9996718974,-2659732.724113806,2,2_floor_aisle,8.49505870908603
2_00068,3692543.9996718974,-2666932.724113806,2,2_floor_aisle,10.605659498282648
2_00069,3641349.296728103,-2649732.724113806,2,2_floor_aisle,9.886883572696318
2_00070,3636149.296728103,-2653132.724113806,2,2_floor_aisle,11.417724100502523
2_00071,3683143.9996718974,-2649732.724113806,2,2_floor_aisle,12.577243799854312
2_00072,3636949.296728103,-2658732.724113806,2,2_floor_aisle,8.495108096330634
2_00073,3666143.9996718974,-2691532.724113806,2,2_floor_aisle,13.499476265227129
2_00074,3639749.296728103,-2689132.724113806,2,2_floor_aisle,12.13398164342112
2_00075,3633549.296728103,-2683732.724113806,2,2_floor_aisle,11.417724100502523
2_00076,3643549.296728103,-2689732.724113806,2,2_floor_aisle,13.267105575924425
2_00077,3644349.296728103,-2649532.724113806,2,2_floor_aisle,10.605677159613084
2_00078,3678143.9996718974,-2648132.724113806,2,2_floor_aisle,9.886942747279775
2_00079,3642749.296728103,-2648132.724113806,2,2_floor_aisle,5.944893077675324
2_00080,3684543.9996718974,-2683732.724113806,2,2_floor_aisle,10.25820440121046
2_00081,3673943.9996718974,-2692332.724113806,2,2_floor_aisle,13.238950986566973
2_00082,3639949.296728103,-2651332.724113806,2,2_floor_aisle,14.389671313527279
2_00083,3635749.296728103,-2686932.724113806,2,2_floor_aisle,10.145163039396534
2_00084,3629749.296728103,-2659132.724113806,2,2_floor_aisle,12.464514083362822
2_00085,3625549.296728103,-2666932.724113806,2,2_floor_aisle,7.249592055596051
2_00086,3625549.296728103,-2659732.724113806,2,2_floor_aisle,7.642109468250822
2_00087,3680343.9996718974,-2688332.724113806,2,2_floor_aisle,11.198793234216632
2_00088,3639949.296728103,-2648132.724113806,2,2_floor_aisle,11.083584849453949
2_00089,3629549.296728103,-2652332.724113806,2,2_floor_aisle,19.703939034168194
2_00090,3683943.9996718974,-2659132.724113806,2,2_floor_aisle,5.27381134382481
2_00091,3681943.9996718974,-2653132.724113806,2,2_floor_aisle,20.892071234654757
2_00092,3637749.296728103,-2686132.724113806,2,2_floor_aisle,10.65651849766692
2_00093,3683943.9996718974,-2652332.724113806,2,2_floor_aisle,15.432202575943704
2_00094,3632949.296728103,-2650532.724113806,2,2_floor_aisle,11.359247129930134
2_00095,3682743.9996718974,-2680332.724113806,2,2_floor_aisle,16.304645354923977
2_00096,3676343.9996718974,-2688332.724113806,2,2_floor_aisle,12.33814685681038
2_00097,3625549.296728103,-2674932.724113806,2,2_floor_aisle,7.9590391671808
2_00098,3686743.9996718974,-2683732.724113806,2,2_floor_aisle,20.358485560938856
2_00099,3635349.296728103,-2678132.724113806,2,2_floor_aisle,15.859796901155272
2_00100,3681143.9996718974,-2658732.724113806,2,2_floor_aisle,15.386963017075344
2_00101,3685943.9996718974,-2674932.724113806,2,2_floor_aisle,16.489803975135672
2_00102,3631949.296728103,-2659132.724113806,2,2_floor_aisle,17.60445952068667
2_00103,3627749.296728103,-2666932.724113806,2,2_floor_aisle,10.959779123221411
2_00104,3682343.9996718974,-2689132.724113806,2,2_floor_aisle,14.48850882915894
2_00105,3676743.9996718974,-2649732.724113806,2,2_floor_aisle,17.1065219338673
2_00106,3647549.296728103,-2691532.724113806,2,2_floor_aisle,16.792227492132817
2_00107,3678943.9996718974,-2684532.724113806,2,2_floor_aisle,9.744846509192588
2_00108,3682743.9996718974,-2662732.724113806,2,2_floor_aisle,12.0601868286584
2_00109,3635349.296728103,-2682532.724113806,2,2_floor_aisle,16.755393207176954
2_00110,3635349.296728103,-2657332.724113806,2,2_floor_aisle,12.228362936448677
2_00111,3688943.9996718974,-2683332.724113806,2,2_floor_aisle,16.912337982168925
2_00112,3682743.9996718974,-2670732.724113806,2,2_floor_aisle,6.426988604469689
2_00113,3664743.9996718974,-2696532.724113806,2,2_floor_aisle,8.809096535040736
2_00114,3627749.296728103,-2674932.724113806,2,2_floor_aisle,12.97599820029888
2_00115,3635349.296728103,-2664932.724113806,2,2_floor_aisle,19.424594236331668
2_00116,3634349.296728103,-2666932.724113806,2,2_floor_aisle,15.786802702706643
2_00117,3635749.296728103,-2660532.724113806,2,2_floor_aisle,17.427591776079502
2_00118,3678143.9996718974,-2651332.724113806,2,2_floor_aisle,9.220154914873566
2_00119,3634149.296728103,-2659132.724113806,2,2_floor_aisle,14.044621952871303
2_00120,3678343.9996718974,-2689132.724113806,2,2_floor_aisle,14.376018095080996
2_00121,3673743.9996718974,-2649532.724113806,2,2_floor_aisle,8.676245157773696
2_00122,3649749.296728103,-2691532.724113806,2,2_floor_aisle,10.405249720830847
2_00123,3635349.296728103,-2672932.724113806,2,2_floor_aisle,16.79222749499174
2_00124,3634349.296728103,-2674932.724113806,2,2_floor_aisle,10.629792077858767
2_00125,3635749.296728103,-2668532.724113806,2,2_floor_aisle,15.78711642285021
2_00126,3668343.9996718974,-2691532.724113806,2,2_floor_aisle,9.576039285700693
2_00127,3675543.9996718974,-2696332.724113806,2,2_floor_aisle,8.29904179753033
2_00128,3627549.296728103,-2658932.724113806,2,2_floor_aisle,11.581052703066273
2_00129,3674743.9996718974,-2694332.724113806,2,2_floor_aisle,8.634233575778676
2_00130,3637349.296728103,-2683332.724113806,2,2_floor_aisle,8.745961485942246
2_00131,3653349.296728103,-2696532.724113806,2,2_floor_aisle,6.008053179833795
2_00132,3685943.9996718974,-2666932.724113806,2,2_floor_aisle,9.409596486033239
2_00133,3679543.9996718974,-2649732.724113806,2,2_floor_aisle,8.676245159296672
2_00134,3634949.296728103,-2649732.724113806,2,2_floor_aisle,8.27236036781749
2_00135,3682343.9996718974,-2684732.724113806,2,2_floor_aisle,9.2431536863693
2_00136,3682743.9996718974,-2655132.724113806,2,2_floor_aisle,8.676245160819647
2_00137,3631749.296728103,-2652332.724113806,2,2_floor_aisle,5.351937628503067
2_00138,3680743.9996718974,-2683332.724113806,2,2_floor_aisle,6.717669214965611
2_00139,3636149.296728103,-2676132.724113806,2,2_floor_aisle,8.518640661380424
2_00140,3659046.6482,-2691532.724113806,2,2_floor_aisle,5.836392048010828
